,Region,Province,District,Sector,Subsector,Job Requirement,Program,Type of Program,Demand,Worst Demand,Base Demand,Best Demand,Program_upper
739,REGION_VII,CEBU,"Cebu City, District 2",MANUFACTURING,METALS AND ENGINEERING,WELDER,MANUAL METAL ARC WELDING (MMAW) NC II,With TR,LOW,3,5,150,MANUAL METAL ARC WELDING (MMAW) NC II
740,REGION_VII,CEBU,"Cebu City, District 2",MANUFACTURING,METALS AND ENGINEERING,WELDERS (SMAW),MANUAL METAL ARC WELDING (MMAW) NC II,With TR,LOW,3,5,150,MANUAL METAL ARC WELDING (MMAW) NC II
768,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,AUTO TECHNICIANS,AUTOMOTIVE SERVICING NC I,With TR,MEDIUM,10,15,30,AUTOMOTIVE SERVICING NC I
769,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BARISTA,BARISTA NC II,With TR,HIGH,30,50,100,BARISTA NC II
770,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BARTENDING,BARTENDING NC II,With TR,HIGH,30,50,100,BARTENDING NC II
771,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,BELL MAN,FRONT OFFICE SERVICES NC II,With TR,MEDIUM,10,15,30,FRONT OFFICE SERVICES NC II
772,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,BOILER TECHNICIANS,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
773,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BREAD AND PASTRIES ,FOOD AND BEVERAGE SERVICES NC II,With TR,HIGH,30,50,100,FOOD AND BEVERAGE SERVICES NC II
774,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,BUSINESS CLERK,FRONT OFFICE SERVICES NC II,With TR,MEDIUM,10,15,30,FRONT OFFICE SERVICES NC II
775,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,CAKE MAKING,TOURISM PROMOTION SERVICES NC II,With TR,MEDIUM,10,15,30,TOURISM PROMOTION SERVICES NC II
776,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,CONCIERGE,FRONT OFFICE SERVICES NC II,With TR,MEDIUM,10,15,30,FRONT OFFICE SERVICES NC II
777,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,"COOK OR COMMIS, ASSISTANT COOK",FOOD PRODUCTION (BREAD AND PATISSERIE) NC II,With TR,HIGH,30,50,100,FOOD PRODUCTION (BREAD AND PATISSERIE) NC II
778,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,CUSTOMER SERVICE,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
779,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,DOOR MAN,FRONT OFFICE SERVICES NC II,With TR,MEDIUM,10,15,30,FRONT OFFICE SERVICES NC II
780,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,FOOD SAFETY MANAGEMENT,NO CORRESPONDING TVET PROGRAM,New and Emerging,HIGH,30,50,100,NO CORRESPONDING TVET PROGRAM
781,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,FRONT DESK /FRONT LINERS,FOOD AND BEVERAGE SERVICES NC II,With TR,HIGH,30,50,100,FOOD AND BEVERAGE SERVICES NC II
782,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,FRONT OFFICE MANAGER,FRONT OFFICE SERVICES NC II,With TR,MEDIUM,10,15,30,FRONT OFFICE SERVICES NC II
783,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,GUEST RELATION OFFICER,FRONT OFFICE SERVICES NC II,With TR,MEDIUM,10,15,30,FRONT OFFICE SERVICES NC II
784,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,HANDYMAN,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
785,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,HOUSEKEEPER / SECTION HEAD,FRONT OFFICE SERVICES NC II,With TR,MEDIUM,10,15,30,FRONT OFFICE SERVICES NC II
786,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,KITCHEN MECHANICS,COOKERY NC II,With TR,HIGH,30,50,100,COOKERY NC II
787,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,"KITCHEN SUPERVISOR, HEAD CHEF, BANQUET HEAD COOK/CHEF",FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III,With TR,LOW,3,5,150,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC III
788,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,LAUNDRY TECHNICIANS,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
789,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,LINEN ATTENDANT,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
790,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,RESERVATION CLERK,FRONT OFFICE SERVICES NC II,With TR,MEDIUM,10,15,30,FRONT OFFICE SERVICES NC II
791,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,ROOM ATTENDANT/ HOUSEKEEPING SPECIALIST,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
792,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,SERVICE ATTENDANTS ,CUSTOMER SERVICES NC II,With TR,LOW,3,5,150,CUSTOMER SERVICES NC II
793,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,SERVICE CREW / FOOD ATTENDANTS / FB PRODUCTION / WAITER / WAITRESS,COOKERY NC II,With TR,HIGH,30,50,100,COOKERY NC II
794,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,"SOUS CHEF, EXECUTIVE SOUS CHEF",FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV,With TR,LOW,3,5,150,FOOD PRODUCTION (PROFESSIONAL COOKERY) NC IV
795,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,STEWARDS ,FRONT OFFICE SERVICES NC II,With TR,MEDIUM,10,15,30,FRONT OFFICE SERVICES NC II
796,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,TELEPHONE OPERATOR,CUSTOMER SERVICES NC II,With TR,LOW,3,5,150,CUSTOMER SERVICES NC II
797,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,THERMAL CLEANER,NO CORRESPONDING TVET PROGRAM,With TR,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
798,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOUR,TOUR GUIDING,TOUR GUIDING SERVICES NC III,With TR,LOW,3,5,150,TOUR GUIDING SERVICES NC III
799,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOURS,TOUR PACKAGING STAFF,TOUR PACKAGING (FIT AD HOC DOMESTIC) SERVICES NC II,With TR,LOW,3,5,150,TOUR PACKAGING (FIT AD HOC DOMESTIC) SERVICES NC II
800,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,UPHOLSTERY CLEANER,HOUSEKEEPING NC II,With TR,HIGH,30,50,100,HOUSEKEEPING NC II
805,REGION_VII,CEBU,"Cebu City, District 2",CONSTRUCTION,"VERTICAL CONSTRUCTION
HORIZONTAL CONSTRUCTION
INDUSTRY/INDUSTRIAL CONSTRUCTION
RESIDENTIAL CONSTRUCTION",DRAFTSMAN,TECHNICAL DRAFTING NC II,With TR,HIGH,30,50,100,TECHNICAL DRAFTING NC II
806,REGION_VII,CEBU,"Cebu City, District 2",MANUFACTURING,ELECTRICAL AND ELECTRONICS," _x000D_
 	_x000D_
MECHATRONICS AND AUTOMATION TECHNICIAN",MECHATRONICS SERVICING NC II,With TR,LOW,3,5,150,MECHATRONICS SERVICING NC II
889,REGION_VII,CEBU,"Cebu City, District 2",MANUFACTURING,METALS AND ENGINEERING,INSTRUMENTATION TECHNICIAN,DIPLOMA PROGRAM IN MECHANICAL ENGINEERING TECHNOLOGY,Diploma Programs,HIGH,30,50,100,DIPLOMA PROGRAM IN MECHANICAL ENGINEERING TECHNOLOGY
890,REGION_VII,CEBU,"Cebu City, District 2",MANUFACTURING,ELECTRICAL AND ELECTRONICS,RESIDENTIAL/COMMERCIAL WIRING TECHNICIAN,DIPLOMA PROGRAM IN ELECTRICAL ENGINEERING TECHNOLOGY,Diploma Programs,HIGH,30,50,100,DIPLOMA PROGRAM IN ELECTRICAL ENGINEERING TECHNOLOGY
891,REGION_VII,CEBU,"Cebu City, District 2",MANUFACTURING,ELECTRICAL AND ELECTRONICS,INDUSTRIAL ELECTRONIC TECHNICIAN,DIPLOMA PROGRAM IN ELECTRONICS ENGINEERING TECHNOLOGY,Diploma Programs,HIGH,30,50,100,DIPLOMA PROGRAM IN ELECTRONICS ENGINEERING TECHNOLOGY
892,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,HOTEL MANAGER,DIPLOMA PROGRAM IN HOTEL AND RESTAURANT TECHNOLOGY,Diploma Programs,HIGH,30,50,100,DIPLOMA PROGRAM IN HOTEL AND RESTAURANT TECHNOLOGY
894,REGION_VII,CEBU,"Cebu City, District 2",CONSTRUCTION,"HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE",BULLDOZER OPERATOR,HEAVY EQUIPMENT OPERATION (BULLDOZER) NC II,With TR,HIGH,30,50,100,HEAVY EQUIPMENT OPERATION (BULLDOZER) NC II
895,REGION_VII,CEBU,"Cebu City, District 2",CONSTRUCTION,"HORIZONTAL CONSTRUCTION, RESIDENTIAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION"," _x000D_
 	_x000D_
PV SYSTEMS INSTALLATION TECHNICIAN",PV SYSTEMS INSTALLATION NC II,With TR,HIGH,30,50,100,PV SYSTEMS INSTALLATION NC II
904,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),"MICE (MEETINGS, INCENTIVES, CONFERENCES, AND EXHIBITIONS)","SENIOR MICE COORDINATOR , SENIOR SPECIAL EVENTS COORDINATOR",EVENTS MANAGEMENT SERVICES NC III,With TR,HIGH,30,50,100,EVENTS MANAGEMENT SERVICES NC III
905,REGION_VII,CEBU,"Cebu City, District 2",CONSTRUCTION,"HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE","MASONRY TECHNICIAN, PLUMBING TECHNICIAN, TECHNICAL DRAFTSMAN, REINFORCING STEELWORKS TECHNICIAN, PAINTING TECHNICIAN, TILE SETTING TECHNICIAN, CARPENTRY, TECHNICIAN, SCAFFOLDING AND FORMWORKS TECHNICIAN, CIVIL ENGINEERING TECHNOLOGIST",DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY,Diploma Programs,LOW,3,5,150,DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY
906,REGION_VII,CEBU,"Cebu City, District 2",CONSTRUCTION,"HORIZONTAL CONSTRUCTION, INDUSTRIAL CONSTRUCTION, EQUIPMENT OPERATIONS AND MAINTENANCE","▪ BUILDING INSPECTOR ▪ CIVIL ENGINEERING DESIGN TECHNOLOGIST ▪ MATERIALS TESTING TECHNOLOGIST. ▪ CONSTRUCTION COORDINATOR, FOREMAN, OR SUPERINTENDENT ▪ ESTIMATOR ▪ TECHNICAL REPRESENTATIVE ▪ FIELD TECHNICAL ASSISTANT ▪ DRAFTSMAN/CAD OPERATOR ▪ REBAR FIXER ▪ BUILDING ELECTRICIAN ▪ BRICK LAYER/MASON ▪ PLUMBER",DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY,Diploma Programs,MEDIUM,10,15,30,DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY
911,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),TRAVEL AND TOURS,"1.TOURISM OPERATIONS COORDINATOR
2.TRAVEL CONSULTANT/TOUR PLANNER/TRAVEL SALES EXECUTIVE/TOUR COORDINATOR/TOUR OPERATIONS ASSISTANT                                                                  
3.TOUR GUIDE/TOUR LEADER/TOUR COORDINATOR
4.TOURISM MARKETING OFFICER/SALES EXECUTIVE FOR TOURISM/DESTINATION MARKETING COORDINATOR
5.EVENT COORDINATOR/CATERING MANAGER
6.ECO-TOURISM COORDINATOR/SUSTAINABLE TOURISM OFFICER/NATURE TOUR GUIDE/ENVIRONMENTAL EDUCATION 
7.MICE COORDINATOR/CONFERENCE ORGANIZER
8.CRUISE OPERATIONS COORDINATOR/ADVENTURE TOUR GUIDE/CRUISE MANAGER/OUTDOOR ACTIVITY 
",DIPLOMA PROGRAM IN TOURISM MANAGEMENT,Diploma Programs,HIGH,30,50,100,DIPLOMA PROGRAM IN TOURISM MANAGEMENT
912,REGION_VII,CEBU,"Cebu City, District 2",TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,"1.FOOD AND BEVERAGE ATTENDANT / SERVER / BARTENDER / BARISTA /WAITSTAFF /F&B DIRECTOR/F&B OUTLET MANAGER                                                    _x000D_
2.HOTEL RECEPTIONIST/FRONT DESK AGENT_x000D_
3.GUEST SERVICES ASSOCIATE /HOTEL RECEPTIONIST/FRONT DESK AGENT_x000D_
4.ROOM ATTENDANT / HOUSEKEEPING ATTENDANT/PUBLIC AREA CLEANER_x000D_
5.EVENT COORDINATOR/EVENT ASSISTANT_x000D_
                                                   _x000D_
",DIPLOMA PROGRAM IN HOSPITALITY MANAGEMENT,Diploma Programs,HIGH,30,50,100,DIPLOMA PROGRAM IN HOSPITALITY MANAGEMENT
938,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION," _x000D_
 	_x000D_
CARBON STEEL PLATE/ PIPE WELDER ",MANUAL METAL ARC WELDING (MMAW) NC I,With TR,HIGH,30,50,100,MANUAL METAL ARC WELDING (MMAW) NC I
939,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION," _x000D_
 	_x000D_
CARBON STEEL PLATE/ PIPE WELDER ",MANUAL METAL ARC WELDING (MMAW) NC III,With TR,LOW,3,5,150,MANUAL METAL ARC WELDING (MMAW) NC III
940,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION," _x000D_
 	_x000D_
CARBON STEEL PLATE/ PIPE WELDER ",MANUAL METAL ARC WELDING (MMAW) NC IV,With TR,LOW,3,5,150,MANUAL METAL ARC WELDING (MMAW) NC IV
941,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION," _x000D_
 	_x000D_
GAS (OXY-ACETYLENE) WELDER",GAS WELDING NC II,With TR,MEDIUM,10,15,30,GAS WELDING NC II
942,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION," _x000D_
 	_x000D_
TRUCK MOUNTED CRANE OPERATOR",HEAVY EQUIPMENT OPERATION (TRUCK MOUNTED CRANE) NC III,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (TRUCK MOUNTED CRANE) NC III
943,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,AIRCON INSTALLER (COMMERCIAL/ INDUSTRIAL),RAC SERVICING (DOMRAC) NC II,With TR,LOW,3,5,150,RAC SERVICING (DOMRAC) NC II
944,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,AIRCON INSTALLER (COMMERCIAL/ INDUSTRIAL),RAC SERVICING (DOMRAC) NC II,With TR,LOW,3,5,150,RAC SERVICING (DOMRAC) NC II
945,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
",AIRLESS PAINTER,CONSTRUCTION PAINTING NC II,With TR,LOW,3,5,150,CONSTRUCTION PAINTING NC II
946,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
",AIRLESS PAINTER,CONSTRUCTION PAINTING NC II,With TR,LOW,3,5,150,CONSTRUCTION PAINTING NC II
947,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,BIM MODELER,BASIC 3D BUILDING INFORMATION MODELLING LEVEL III,With CS,LOW,3,5,150,BASIC 3D BUILDING INFORMATION MODELLING LEVEL III
948,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,CARPENTRY (FINISHING & WOODWORKING),CARPENTRY NC II,With TR,HIGH,30,50,100,CARPENTRY NC II
949,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION,CARPENTRY (FINISHING & WOODWORKING),CARPENTRY NC II,With TR,HIGH,30,50,100,CARPENTRY NC II
950,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION RESIDENTIAL CONSTRUCTION HORIZONTAL CONSTRUCTION DIRECT WORKERS,CARPENTRY (FINISHING),CARPENTRY NC II,With TR,HIGH,30,50,100,CARPENTRY NC II
951,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION RESIDENTIAL CONSTRUCTION HORIZONTAL CONSTRUCTION DIRECT WORKERS,CARPENTRY (ROUGH),CARPENTRY NC II,With TR,HIGH,30,50,100,CARPENTRY NC II
952,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CIVIL ENGINEERING ASSOCIATE,DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY,Diploma Programs,LOW,3,5,150,DIPLOMA PROGRAM IN CIVIL ENGINEERING TECHNOLOGY
953,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,EQUIPMENT OPERATORS AND MAINTENANCE DIRECT WORKERS       ,CONCRETE PUMP OPERATOR,NO CORRESPONDING TVET PROGRAM,New and Emerging,LOW,3,5,150,NO CORRESPONDING TVET PROGRAM
954,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,CONSTRUCTION ASSISTANT (HOUSEKEEPING),NO CORRESPONDING TVET PROGRAM,New and Emerging,MEDIUM,10,15,30,NO CORRESPONDING TVET PROGRAM
955,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL DIRECT WORKERS,CONSTRUCTION ASSISTANT (HOUSEKEEPING),NO CORRESPONDING TVET PROGRAM,New and Emerging,MEDIUM,10,15,30,NO CORRESPONDING TVET PROGRAM
956,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",CONSTRUCTION PAINTER (APPLICATION),CONSTRUCTION PAINTING NC II,With TR,MEDIUM,10,15,30,CONSTRUCTION PAINTING NC II
957,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",CONSTRUCTION PAINTER (APPLICATION),CONSTRUCTION PAINTING NC II,With TR,MEDIUM,10,15,30,CONSTRUCTION PAINTING NC II
958,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
","CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))",CONSTRUCTION PAINTING NC II,With TR,LOW,3,5,150,CONSTRUCTION PAINTING NC II
959,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
","CONSTRUCTION PAINTER (REPAIR AND ARTISTIC APPLICATION, MIXING))",TILE SETTING NC II,With TR,LOW,3,5,150,TILE SETTING NC II
960,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CONSTRUCTION SITE SUPERVISOR,CONSTRUCTION SITE SUPERVISION LEVEL IV,With CS,HIGH,30,50,100,CONSTRUCTION SITE SUPERVISION LEVEL IV
961,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CONSTRUCTION TRADE SUPERVISOR,CONSTRUCTION TRADE SUPERVISION LEVEL IV,With CS,HIGH,30,50,100,CONSTRUCTION TRADE SUPERVISION LEVEL IV
962,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION,CRAWLER CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III
963,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,DRY WALL AND CEILING INSTALLER,CARPENTRY NC II,With TR,HIGH,30,50,100,CARPENTRY NC II
964,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",DRY WALL AND CEILING INSTALLER,CARPENTRY NC III,With TR,LOW,3,5,150,CARPENTRY NC III
965,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL,DRY WALL AND CEILING INSTALLER,CARPENTRY NC II,With TR,HIGH,30,50,100,CARPENTRY NC II
966,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,"VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION INDUSTRIAL CONSTRUCTION
",DRY WALL AND CEILING INSTALLER,CARPENTRY NC III,With TR,LOW,3,5,150,CARPENTRY NC III
967,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,"DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION
",DUMPTRUCK OPERATOR,HEAVY EQUIPMENT OPERATION (RIGID ON-HIGHWAY DUMP TRUCK) NC II,With TR,LOW,3,5,150,HEAVY EQUIPMENT OPERATION (RIGID ON-HIGHWAY DUMP TRUCK) NC II
968,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELECTRICIAN (COMMERCIAL AND INDUSTRIAL BUILDING),ELECTRICAL INSTALLATION AND MAINTENANCE NC III,With TR,MEDIUM,10,15,30,ELECTRICAL INSTALLATION AND MAINTENANCE NC III
969,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELECTRICIAN (COMMERCIAL AND INDUSTRIAL BUILDING),ELECTRICAL INSTALLATION AND MAINTENANCE NC III,With TR,MEDIUM,10,15,30,ELECTRICAL INSTALLATION AND MAINTENANCE NC III
970,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELEVATOR INSTALLER,ELECTRICAL INSTALLATION AND MAINTENANCE NC III,With TR,LOW,3,5,150,ELECTRICAL INSTALLATION AND MAINTENANCE NC III
971,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,RESIDENTIAL CONSTRUCTION VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,ELEVATOR INSTALLER,ELECTRICAL INSTALLATION AND MAINTENANCE NC III,With TR,LOW,3,5,150,ELECTRICAL INSTALLATION AND MAINTENANCE NC III
972,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION HORIZONTAL CONTRUCTN,FDAS TECHNICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,With TR,HIGH,30,50,100,ELECTRICAL INSTALLATION AND MAINTENANCE NC II
973,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,HORIZONTAL CONSTRUCTION,FDAS TECHNICIAN ,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,With TR,HIGH,30,50,100,ELECTRICAL INSTALLATION AND MAINTENANCE NC II
974,REGION_VII,CEBU,"Cebu, District 1",CONSTRUCTION,VERTICAL CONSTRUCTION RESIDENTIAL CONSTRUCTION,FINISHING MASON,MASONRY NC III,With TR,LOW,3,5,150,MASONRY NC III
