REGION_VII|AGRICULTURE FORESTRY AND FISHERY|ANIMAL PRODUCTION|RABBIT RAISER|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,ANIMAL PRODUCTION,RABBIT RAISER,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,,50,50,45,0,0,0,0,0,0,0,0,0,0,,88,88,80,0,0,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|ANIMAL PRODUCTION|SWINE RAISER|ANIMAL PRODUCTION (SWINE) NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,ANIMAL PRODUCTION,SWINE RAISER,ANIMAL PRODUCTION (SWINE) NC II,WITH TR,,187,167,150,120,112,0,0,0,0,20,18,14,13,,266,266,240,193,180,0,0,0,0,0,0,0,0
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION
NON PERENNIAL CROP
PERENNIAL CROP
PLANT PROPAGATION
ANIMAL AND LIVESTOCK
ANIMAL PRODUCTION
SUPPORT SERVICES
AGRICULTURAL SERVICES
SUPPORT AGRICULTURAL SERVICES
FORESTRY AND LOGGING
SILVICULTURE AND OTHER ACTIVITIES
LOGGING
GATHER NON-WOOD FOREST PRODUCTS
SUPPORT SERVICES FOR FORESTRY AND LOGGING
FOREST INVENTORIES
FOREST MANAGEMENT CONSULTING SERVICES
TIMBER EVALUATION
FOREST FIRE FIGHTING AND PROTECTION
FOREST PEST CONTROL
TRANSPORT LOGS WITHIN THE FOREST|PLANT GENETICIST
PLANT BREEDER
RESEARCH/LABORATORY TECHNICIAN
PLANT PATHOLOGIST
MOLECULAR BIOLOGIST
BIOTECHNOLOGIST
FARM TECHNICIAN|DIPLOMA PROGRAM IN IN AGRICULTURAL AND BIOSYSTEMS ENGINEERING TECHNOLOGY|DIPLOMA PROGRAMS",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,"CROP PRODUCTION
NON PERENNIAL CROP
PERENNIAL CROP
PLANT PROPAGATION
ANIMAL AND LIVESTOCK
ANIMAL PRODUCTION
SUPPORT SERVICES
AGRICULTURAL SERVICES
SUPPORT AGRICULTURAL SERVICES
FORESTRY AND LOGGING
SILVICULTURE AND OTHER ACTIVITIES
LOGGING
GATHER NON-WOOD FOREST PRODUCTS
SUPPORT SERVICES FOR FORESTRY AND LOGGING
FOREST INVENTORIES
FOREST MANAGEMENT CONSULTING SERVICES
TIMBER EVALUATION
FOREST FIRE FIGHTING AND PROTECTION
FOREST PEST CONTROL
TRANSPORT LOGS WITHIN THE FOREST","PLANT GENETICIST
PLANT BREEDER
RESEARCH/LABORATORY TECHNICIAN
PLANT PATHOLOGIST
MOLECULAR BIOLOGIST
BIOTECHNOLOGIST
FARM TECHNICIAN",DIPLOMA PROGRAM IN IN AGRICULTURAL AND BIOSYSTEMS ENGINEERING TECHNOLOGY,DIPLOMA PROGRAMS,,"1,143","1,143","1,029",822,764,0,0,0,0,0,0,0,0,,"1,188","1,188","1,071",858,802,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION AGRICULTURAL SERVICES|FARMER/GROWER|AGRICULTURAL CROPS PRODUCTION NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION AGRICULTURAL SERVICES,FARMER/GROWER,AGRICULTURAL CROPS PRODUCTION NC II,WITH TR,,"2,564","2,067","1,861","1,489","1,385",0,0,0,0,497,447,358,333,,"1,694","1,373","1,236",989,924,0,0,0,0,321,289,231,216
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION ANIMAL PRODUCTION|FARMER LEADER|AGROENTREPRENEURSHIP NC III|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION ANIMAL PRODUCTION,FARMER LEADER,AGROENTREPRENEURSHIP NC III,WITH TR,,753,733,660,526,490,0,0,0,0,20,18,14,13,,693,678,613,493,459,0,0,0,0,15,14,11,10
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION SUPPORT AGRICULTURAL SERVICES|PEST CONTROL TECHNICIAN|PEST MANAGEMENT (VEGETABLES) NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION SUPPORT AGRICULTURAL SERVICES,PEST CONTROL TECHNICIAN,PEST MANAGEMENT (VEGETABLES) NC II,WITH TR,,253,253,228,180,168,0,0,0,0,0,0,0,0,,443,443,402,324,301,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|AGRI CROPS PRODUCER|AGRICULTURAL CROPS PRODUCTION NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,AGRI CROPS PRODUCER,AGRICULTURAL CROPS PRODUCTION NC II,WITH TR,,853,0,0,0,0,853,768,615,572,0,0,0,0,,426,0,0,0,0,300,271,218,203,126,113,90,84
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|BAMBOO FARM WORKER|BAMBOO PRODUCTION NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,BAMBOO FARM WORKER,BAMBOO PRODUCTION NC II,WITH TR,,500,500,450,360,335,0,0,0,0,0,0,0,0,,250,250,225,180,168,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM LEAD HAND|AGRICULTURAL CROPS PRODUCTION NC III|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM LEAD HAND,AGRICULTURAL CROPS PRODUCTION NC III,WITH TR,,"1,691","1,191","1,072",856,797,0,0,0,0,500,450,360,335,,"1,085","1,085",978,784,731,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM MACHINERIES OPERATIONS|AGRICULTURAL MACHINERY OPERATION NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM MACHINERIES OPERATIONS,AGRICULTURAL MACHINERY OPERATION NC II,WITH TR,,853,0,0,0,0,853,768,615,572,0,0,0,0,,426,0,0,0,0,426,383,307,287,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM MANAGEMENT & TECHNOLOGICAL AWARENESS|AGRICULTURAL MACHINERY OPERATION NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM MANAGEMENT & TECHNOLOGICAL AWARENESS,AGRICULTURAL MACHINERY OPERATION NC II,WITH TR,,223,0,0,0,0,223,201,160,148,0,0,0,0,,297,0,0,0,0,297,268,214,200,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM MECHANICS & OPERATORS|NONE|NEW AND EMERGING,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM MECHANICS & OPERATORS,NONE,NEW AND EMERGING,,641,0,0,0,0,641,577,0,0,0,0,0,0,,320,0,0,0,0,320,288,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM TECHNCIAN|COFFEE PRODUCTION LEVEL II|WITH CS,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM TECHNCIAN,COFFEE PRODUCTION LEVEL II,WITH CS,,500,500,450,0,0,0,0,0,0,0,0,0,0,,250,250,225,0,0,0,0,0,0,0,0,0,0
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FRUITS, COCONUT TREES, UBI & CACAO PRODUCTION & PROCESSING|NONE|NEW AND EMERGING",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,"FRUITS, COCONUT TREES, UBI & CACAO PRODUCTION & PROCESSING",NONE,NEW AND EMERGING,,853,0,0,0,0,853,768,0,0,0,0,0,0,,426,0,0,0,0,426,383,0,0,0,0,0,0
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HEAVY EQUIPMENT OPERATOR (BACKHOE, GRADER)|HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II|WITH TR",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,"HEAVY EQUIPMENT OPERATOR (BACKHOE, GRADER)",HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II,WITH TR,,853,0,0,0,0,853,768,615,572,0,0,0,0,,426,0,0,0,0,426,383,307,287,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HIGH /ORGANIC QUALITY SEEDS GROWER|NONE|NEW AND EMERGING,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,HIGH /ORGANIC QUALITY SEEDS GROWER,NONE,NEW AND EMERGING,,853,0,0,0,0,853,768,0,0,0,0,0,0,,426,0,0,0,0,426,383,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HIGH QUALITY INBREED RICE GROWER|NONE|NEW AND EMERGING,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,HIGH QUALITY INBREED RICE GROWER,NONE,NEW AND EMERGING,,56,0,0,0,0,56,50,0,0,0,0,0,0,,75,0,0,0,0,75,68,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HORTICULTURE AIDE|HORTICULTURE NC III|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,HORTICULTURE AIDE,HORTICULTURE NC III,WITH TR,,214,214,193,152,142,0,0,0,0,0,0,0,0,,375,375,340,274,255,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|INTERCROPPING TECHNICIAN|NONE|NEW AND EMERGING,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,INTERCROPPING TECHNICIAN,NONE,NEW AND EMERGING,,56,0,0,0,0,56,50,0,0,0,0,0,0,,75,25,23,0,0,0,0,0,0,50,45,0,0
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|INTERGRATED COCONUT AND CASH CROPS PRODUCTION AND PROCESSING (BY PRODUCTS LIKE SHELL,DUST, COIR)|COCONUT PRODUCTION LEVEL II|WITH CS",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,"INTERGRATED COCONUT AND CASH CROPS PRODUCTION AND PROCESSING (BY PRODUCTS LIKE SHELL,DUST, COIR)",COCONUT PRODUCTION LEVEL II,WITH CS,,853,0,0,0,0,853,768,0,0,0,0,0,0,,426,26,23,0,0,320,288,0,0,80,72,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|MAKE ORGANIC FERTILIZER & CONCOCTION|ORGANIC AGRICULTURE PRODUCTION NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,MAKE ORGANIC FERTILIZER & CONCOCTION,ORGANIC AGRICULTURE PRODUCTION NC II,WITH TR,,765,0,0,0,0,765,689,551,512,0,0,0,0,,382,0,0,0,0,382,344,275,257,0,0,0,0
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|MEDICINAL TEA PRODUCTION AND PROCESSING (TURMERIC,SALABAT,MORINGA,ETC.)|NONE|NEW AND EMERGING",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,"MEDICINAL TEA PRODUCTION AND PROCESSING (TURMERIC,SALABAT,MORINGA,ETC.)",NONE,NEW AND EMERGING,,853,0,0,0,0,853,768,0,0,0,0,0,0,,426,0,0,0,0,426,383,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|ORGANIC AGRICULTURE FARMER|ORGANIC AGRICULTURE PRODUCTION NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,ORGANIC AGRICULTURE FARMER,ORGANIC AGRICULTURE PRODUCTION NC II,WITH TR,,"1,088",857,771,616,573,0,0,0,0,231,207,165,154,,"1,466","1,180","1,062",849,793,0,0,0,0,286,257,205,191
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|EDUCATION|ESL TEACHER/TUTOR|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,EDUCATION,ESL TEACHER/TUTOR,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,,"1,187","1,103",993,0,0,0,0,0,0,84,76,0,0,,"1,558","1,445","1,302",0,0,0,0,0,0,113,102,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|FERRO CEMENT TANK|BUILD FERRO CEMENT TANK|NONE|NEW AND EMERGING,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,FERRO CEMENT TANK,BUILD FERRO CEMENT TANK,NONE,NEW AND EMERGING,,853,0,0,0,0,853,768,0,0,0,0,0,0,,426,0,0,0,0,426,383,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|FISHERY|BANGUS FRY PRODUCTION|AQUACULTURE (HATCHERY OPERATION) NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,FISHERY,BANGUS FRY PRODUCTION,AQUACULTURE (HATCHERY OPERATION) NC II,WITH TR,,853,0,0,0,0,853,768,615,572,0,0,0,0,,426,0,0,0,0,426,383,307,287,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|FISHERY|TILAPIA FRY PRODUCTION|AQUACULTURE (TILAPIA CULTURE) NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,FISHERY,TILAPIA FRY PRODUCTION,AQUACULTURE (TILAPIA CULTURE) NC II,WITH TR,,102,0,0,0,0,86,78,63,58,16,14,11,10,,178,0,0,0,0,178,160,128,119,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|FOOD PROCESSING|ANIMAL BUTCHERING AND SLAUGHTERING|SLAUGHTERING OPERATIONS (LARGE ANIMAL) NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,FOOD PROCESSING,ANIMAL BUTCHERING AND SLAUGHTERING,SLAUGHTERING OPERATIONS (LARGE ANIMAL) NC II,WITH TR,,707,0,0,0,0,707,637,510,474,0,0,0,0,,353,0,0,0,0,353,317,254,237,0,0,0,0
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|HORTICULTURE|LANDSCAPE PLANTS (ORNAMENTAL AND CUT FLOWER) CULTURE, CARE AND MAINTENANCE|LANDSCAPE INSTALLATION AND MAINTENANCE (SOFTSCAPE) NC II|WITH TR",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,HORTICULTURE,"LANDSCAPE PLANTS (ORNAMENTAL AND CUT FLOWER) CULTURE, CARE AND MAINTENANCE",LANDSCAPE INSTALLATION AND MAINTENANCE (SOFTSCAPE) NC II,WITH TR,,853,0,0,0,0,853,768,615,572,0,0,0,0,,426,0,0,0,0,426,383,307,287,0,0,0,0
"REGION_VII|AGRICULTURE FORESTRY AND FISHERY|RICE, VEGETABLE PRODUCTION|WELL DRILLING OPERATIONS AND MAINTENANCE|WATER WELL DRILLING LEVEL II|WITH TR",REGION_VII,AGRICULTURE FORESTRY AND FISHERY,"RICE, VEGETABLE PRODUCTION",WELL DRILLING OPERATIONS AND MAINTENANCE,WATER WELL DRILLING LEVEL II,WITH TR,,102,0,0,0,0,81,74,59,55,21,19,15,14,,178,122,110,88,82,56,50,40,37,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FISH HANDLER|FISHPORT/WHARF OPERATION NC I|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FISH HANDLER,FISHPORT/WHARF OPERATION NC I,WITH TR,,154,154,139,110,103,0,0,0,0,0,0,0,0,,270,270,244,196,183,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FISHERMAN|FISH CAPTURE NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FISHERMAN,FISH CAPTURE NC II,WITH TR,,59,59,53,42,39,0,0,0,0,0,0,0,0,,103,103,94,76,70,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FISHING GEAR TECHNICIAN|FISHING GEAR REPAIR AND MAINTENANCE NC III|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FISHING GEAR TECHNICIAN,FISHING GEAR REPAIR AND MAINTENANCE NC III,WITH TR,,59,59,53,42,39,0,0,0,0,0,0,0,0,,103,103,94,76,70,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FRUIT/VEGETABLE VENDOR|AGROENTREPRENEURSHIP NC II|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FRUIT/VEGETABLE VENDOR,AGROENTREPRENEURSHIP NC II,WITH TR,,661,661,595,474,442,0,0,0,0,0,0,0,0,,971,971,876,702,656,0,0,0,0,0,0,0,0
REGION_VII|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|VETERINARY TECHNICIAN|ANIMAL HEALTH CARE AND MANAGEMENT NC III|WITH TR,REGION_VII,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,VETERINARY TECHNICIAN,ANIMAL HEALTH CARE AND MANAGEMENT NC III,WITH TR,,133,133,120,96,90,0,0,0,0,0,0,0,0,,233,233,210,168,157,0,0,0,0,0,0,0,0
REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|ACCOUNT SPECIALIST|MOTORCYCLE & SMALL ENGINE TECHNICIAN|BOOKKEEPING NC III|WITH TR,REGION_VII,AUTOMOTIVE AND LAND TRANSPORTATION,ACCOUNT SPECIALIST,MOTORCYCLE & SMALL ENGINE TECHNICIAN,BOOKKEEPING NC III,WITH TR,,116,72,65,52,49,0,0,0,0,44,40,32,29,,184,53,48,38,36,0,0,0,0,131,118,95,89
REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|ACCOUNTING|MOTORCYCLE & SMALL ENGINE TECHNICIAN|BOOKKEEPING NC III|WITH TR,REGION_VII,AUTOMOTIVE AND LAND TRANSPORTATION,ACCOUNTING,MOTORCYCLE & SMALL ENGINE TECHNICIAN,BOOKKEEPING NC III,WITH TR,,87,43,39,31,29,0,0,0,0,44,40,32,29,,152,118,107,85,80,0,0,0,0,34,31,25,23
REGION_VII|AUTOMOTIVE AND LAND TRANSPORTATION|AFTERSALES & SERVICE (MAINTENANCE)|AUTO ELECTRICIAN|AUTOMOTIVE SERVICING (ELECTRICAL REPAIR) NC II|WITH TR,REGION_VII,AUTOMOTIVE AND LAND TRANSPORTATION,AFTERSALES & SERVICE (MAINTENANCE),AUTO ELECTRICIAN,AUTOMOTIVE SERVICING (ELECTRICAL REPAIR) NC II,WITH TR,,"1,284","1,284","1,156",925,857,0,0,0,0,0,0,0,0,,"1,713","1,713","1,542","1,234","1,156",0,0,0,0,0,0,0,0
