,,,,,,,,,,,Supply Gap %,,Registered Programs Gap,,Trainers Gap,,Assessment Center Gap,,Competency Assessors Gap,
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|ANIMAL PRODUCTION|DAIRY RAISER|ANIMAL PRODUCTION (RUMINANTS) NC II|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,ANIMAL PRODUCTION,DAIRY RAISER,ANIMAL PRODUCTION (RUMINANTS) NC II,WITH TR,LOW,,"2,242",741,687,5,3,5,2,2,2,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|ANIMAL PRODUCTION|HATCHERY TECHNICIAN|ANIMAL PRODUCTION (POULTRY-CHICKEN) NC II|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,ANIMAL PRODUCTION,HATCHERY TECHNICIAN,ANIMAL PRODUCTION (POULTRY-CHICKEN) NC II,WITH TR,LOW,,"3,125","1,080","1,076",10,7,4,1,5,4,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|ANIMAL PRODUCTION|RABBIT RAISER|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,ANIMAL PRODUCTION,RABBIT RAISER,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,251,50,88,0,0,0,0,0,0,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|ANIMAL PRODUCTION|SWINE RAISER|ANIMAL PRODUCTION (SWINE) NC II|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,ANIMAL PRODUCTION,SWINE RAISER,ANIMAL PRODUCTION (SWINE) NC II,WITH TR,LOW,,689,187,266,0,1,1,2,1,1,1,1
"REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION
NON PERENNIAL CROP
PERENNIAL CROP
PLANT PROPAGATION
ANIMAL AND LIVESTOCK
ANIMAL PRODUCTION
SUPPORT SERVICES
AGRICULTURAL SERVICES
SUPPORT AGRICULTURAL SERVICES
FORESTRY AND LOGGING
SILVICULTURE AND OTHER ACTIVITIES
LOGGING
GATHER NON-WOOD FOREST PRODUCTS
SUPPORT SERVICES FOR FORESTRY AND LOGGING
FOREST INVENTORIES
FOREST MANAGEMENT CONSULTING SERVICES
TIMBER EVALUATION
FOREST FIRE FIGHTING AND PROTECTION
FOREST PEST CONTROL
TRANSPORT LOGS WITHIN THE FOREST|PLANT GENETICIST
PLANT BREEDER
RESEARCH/LABORATORY TECHNICIAN
PLANT PATHOLOGIST
MOLECULAR BIOLOGIST
BIOTECHNOLOGIST
FARM TECHNICIAN|DIPLOMA PROGRAM IN IN AGRICULTURAL AND BIOSYSTEMS ENGINEERING TECHNOLOGY|DIPLOMA PROGRAMS|LOW",REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,"CROP PRODUCTION
NON PERENNIAL CROP
PERENNIAL CROP
PLANT PROPAGATION
ANIMAL AND LIVESTOCK
ANIMAL PRODUCTION
SUPPORT SERVICES
AGRICULTURAL SERVICES
SUPPORT AGRICULTURAL SERVICES
FORESTRY AND LOGGING
SILVICULTURE AND OTHER ACTIVITIES
LOGGING
GATHER NON-WOOD FOREST PRODUCTS
SUPPORT SERVICES FOR FORESTRY AND LOGGING
FOREST INVENTORIES
FOREST MANAGEMENT CONSULTING SERVICES
TIMBER EVALUATION
FOREST FIRE FIGHTING AND PROTECTION
FOREST PEST CONTROL
TRANSPORT LOGS WITHIN THE FOREST","PLANT GENETICIST
PLANT BREEDER
RESEARCH/LABORATORY TECHNICIAN
PLANT PATHOLOGIST
MOLECULAR BIOLOGIST
BIOTECHNOLOGIST
FARM TECHNICIAN",DIPLOMA PROGRAM IN IN AGRICULTURAL AND BIOSYSTEMS ENGINEERING TECHNOLOGY,DIPLOMA PROGRAMS,LOW,,"3,464","1,143","1,188",11,10,0,0,0,0,0,0
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION AGRICULTURAL SERVICES|FARMER/GROWER|AGRICULTURAL CROPS PRODUCTION NC II|WITH TR|HIGH,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION AGRICULTURAL SERVICES,FARMER/GROWER,AGRICULTURAL CROPS PRODUCTION NC II,WITH TR,HIGH,,"5,918","2,564","1,694",21,14,5,3,9,6,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION ANIMAL PRODUCTION|FARMER LEADER|AGROENTREPRENEURSHIP NC III|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION ANIMAL PRODUCTION,FARMER LEADER,AGROENTREPRENEURSHIP NC III,WITH TR,LOW,,"2,266",753,693,5,4,0,1,0,1,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION SUPPORT AGRICULTURAL SERVICES|PEST CONTROL TECHNICIAN|PEST MANAGEMENT (VEGETABLES) NC II|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION SUPPORT AGRICULTURAL SERVICES,PEST CONTROL TECHNICIAN,PEST MANAGEMENT (VEGETABLES) NC II,WITH TR,LOW,,"1,267",253,443,1,2,1,2,0,1,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|BAMBOO FARM WORKER|BAMBOO PRODUCTION NC II|WITH TR|HIGH,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,BAMBOO FARM WORKER,BAMBOO PRODUCTION NC II,WITH TR,HIGH,,"1,000",500,250,5,3,5,3,2,1,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM LEAD HAND|AGRICULTURAL CROPS PRODUCTION NC III|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM LEAD HAND,AGRICULTURAL CROPS PRODUCTION NC III,WITH TR,LOW,,"3,958","1,691","1,085",16,11,5,3,6,4,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM TECHNCIAN|COFFEE PRODUCTION LEVEL II|WITH CS|HIGH,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM TECHNCIAN,COFFEE PRODUCTION LEVEL II,WITH CS,HIGH,,"1,000",500,250,5,3,5,3,0,0,0,0
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HORTICULTURE AIDE|HORTICULTURE NC III|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,HORTICULTURE AIDE,HORTICULTURE NC III,WITH TR,LOW,,"1,072",214,375,1,2,0,1,0,1,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|ORGANIC AGRICULTURE FARMER|ORGANIC AGRICULTURE PRODUCTION NC II|WITH TR|MEDIUM,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,ORGANIC AGRICULTURE FARMER,ORGANIC AGRICULTURE PRODUCTION NC II,WITH TR,MEDIUM,,"3,690","1,088","1,466",4,6,1,2,7,7,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|EDUCATION|ESL TEACHER/TUTOR|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|MEDIUM,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,EDUCATION,ESL TEACHER/TUTOR,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,MEDIUM,,"3,931","1,187","1,558",12,12,0,0,7,7,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FISH HANDLER|FISHPORT/WHARF OPERATION NC I|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FISH HANDLER,FISHPORT/WHARF OPERATION NC I,WITH TR,LOW,,772,154,270,1,2,1,2,0,1,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FISHERMAN|FISH CAPTURE NC II|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FISHERMAN,FISH CAPTURE NC II,WITH TR,LOW,,295,59,103,0,0,0,0,0,0,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FISHING GEAR TECHNICIAN|FISHING GEAR REPAIR AND MAINTENANCE NC III|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FISHING GEAR TECHNICIAN,FISHING GEAR REPAIR AND MAINTENANCE NC III,WITH TR,LOW,,295,59,103,0,0,0,0,0,0,1,1
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|FRUIT/VEGETABLE VENDOR|AGROENTREPRENEURSHIP NC II|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,FRUIT/VEGETABLE VENDOR,AGROENTREPRENEURSHIP NC II,WITH TR,LOW,,"2,562",661,971,2,5,1,1,2,3,0,0
REGION_VII|CEBU|AGRICULTURE FORESTRY AND FISHERY|SUPPORT AGRICULTURAL SERVICES|VETERINARY TECHNICIAN|ANIMAL HEALTH CARE AND MANAGEMENT NC III|WITH TR|LOW,REGION_VII,CEBU,AGRICULTURE FORESTRY AND FISHERY,SUPPORT AGRICULTURAL SERVICES,VETERINARY TECHNICIAN,ANIMAL HEALTH CARE AND MANAGEMENT NC III,WITH TR,LOW,,667,133,233,1,2,0,1,0,1,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AFTERSALES & SERVICE (MAINTENANCE)|AUTO ELECTRICIAN|AUTOMOTIVE SERVICING (ELECTRICAL REPAIR) NC II|WITH TR|MEDIUM,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AFTERSALES & SERVICE (MAINTENANCE),AUTO ELECTRICIAN,AUTOMOTIVE SERVICING (ELECTRICAL REPAIR) NC II,WITH TR,MEDIUM,,"4,275","1,284","1,713",15,15,2,2,6,6,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AFTERSALES & SERVICE (MAINTENANCE)|AUTOMOTIVE TECHNICIAN|AUTOMOTIVE SERVICING NC I|WITH TR|MEDIUM,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AFTERSALES & SERVICE (MAINTENANCE),AUTOMOTIVE TECHNICIAN,AUTOMOTIVE SERVICING NC I,WITH TR,MEDIUM,,"5,185","1,953","1,780",20,15,5,3,8,6,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AFTERSALES & SERVICE (MAINTENANCE)|ENGINE TECHNICIAN|AUTOMOTIVE SERVICING (ENGINE REPAIR) NC II|WITH TR|MEDIUM,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AFTERSALES & SERVICE (MAINTENANCE),ENGINE TECHNICIAN,AUTOMOTIVE SERVICING (ENGINE REPAIR) NC II,WITH TR,MEDIUM,,"4,275","1,284","1,713",15,15,2,2,7,7,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AFTERSALES & SERVICE (MAINTENANCE)|SMALL ENGINE MECHANIC|MOTORCYCLE/SMALL ENGINE SERVICING NC II|WITH TR|MEDIUM,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AFTERSALES & SERVICE (MAINTENANCE),SMALL ENGINE MECHANIC,MOTORCYCLE/SMALL ENGINE SERVICING NC II,WITH TR,MEDIUM,,"4,846","1,699","1,760",18,15,0,0,8,7,0,0
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|AUTO BODY REPAIR TECHNICIAN|AUTOMOTIVE SERVICING (CHASSIS REPAIR) NC II|WITH TR|MEDIUM,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,AUTO BODY REPAIR TECHNICIAN,AUTOMOTIVE SERVICING (CHASSIS REPAIR) NC II,WITH TR,MEDIUM,,"4,849","1,700","1,760",18,15,0,0,7,6,0,0
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AIRCON TECHNICIAN|AUTOMOTIVE SERVICING NC III|WITH TR|MEDIUM,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AIRCON TECHNICIAN,AUTOMOTIVE SERVICING NC III,WITH TR,MEDIUM,,"5,192","1,956","1,782",22,17,5,3,10,8,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE ELECTRICIAN|AUTOMOTIVE ELECTRICAL ASSEMBLY NC III|WITH TR|MEDIUM,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE ELECTRICIAN,AUTOMOTIVE ELECTRICAL ASSEMBLY NC III,WITH TR,MEDIUM,,"4,275","1,284","1,713",16,16,2,2,8,8,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE MECHANIC|AUTOMOTIVE MECHANICAL ASSEMBLY NC II|WITH TR|MEDIUM,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE MECHANIC,AUTOMOTIVE MECHANICAL ASSEMBLY NC II,WITH TR,MEDIUM,,"3,876","1,154","1,548",14,14,2,2,7,7,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE PAINTER|AUTOMOTIVE BODY PAINTING/FINISHING NC I|WITH TR|MEDIUM,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE PAINTER,AUTOMOTIVE BODY PAINTING/FINISHING NC I,WITH TR,MEDIUM,,"4,275","1,284","1,713",16,16,2,2,8,8,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|DISPATCHER (BOOKING/TRIP CONTROLLER)|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,DISPATCHER (BOOKING/TRIP CONTROLLER),NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,"3,099","1,370",835,12,7,5,3,4,2,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|DRIVER|DRIVING NC II|WITH TR|HIGH,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,DRIVER,DRIVING NC II,WITH TR,HIGH,,"6,675","3,047","1,889",13,4,0,0,3,1,0,0
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|AUTOMOTIVE AND LAND TRANSPORTATION|PASSENGER ASSISTANT OFFICER (CONDUCTOR)|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,AUTOMOTIVE AND LAND TRANSPORTATION,PASSENGER ASSISTANT OFFICER (CONDUCTOR),NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,"1,863",489,711,4,4,2,2,2,2,1,1
REGION_VII|CEBU|AUTOMOTIVE AND LAND TRANSPORTATION|DESIGN AND DEVELOPMENT|AUTOMOTIVE PAINTER (SINGLE STAGE PAINTING)|AUTOMOTIVE BODY PAINTING/FINISHING NC III|WITH TR|LOW,REGION_VII,CEBU,AUTOMOTIVE AND LAND TRANSPORTATION,DESIGN AND DEVELOPMENT,AUTOMOTIVE PAINTER (SINGLE STAGE PAINTING),AUTOMOTIVE BODY PAINTING/FINISHING NC III,WITH TR,LOW,,"1,597",383,591,3,4,1,2,1,2,1,1
REGION_VII|CEBU|CONSTRUCTION|DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION|DUMPTRUCK OPERATOR|HEAVY EQUIPMENT OPERATION (RIGID ON-HIGHWAY DUMP TRUCK) NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION HORIZONTAL CONSTRUCTION RESIDENTIAL CONSTRUCTION,DUMPTRUCK OPERATOR,HEAVY EQUIPMENT OPERATION (RIGID ON-HIGHWAY DUMP TRUCK) NC II,WITH TR,LOW,,"1,367",273,478,1,2,0,1,0,0,1,1
REGION_VII|CEBU|CONSTRUCTION|DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|MOBILE CRANE OPERATOR|HEAVY EQUIPMENT OPERATION (ROUGH TERRAIN CRANE) NC III|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,MOBILE CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (ROUGH TERRAIN CRANE) NC III,WITH TR,LOW,,"1,367",273,478,1,2,0,0,0,1,1,1
REGION_VII|CEBU|CONSTRUCTION|DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|RIGGER|RIGGING NC I|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,RIGGER,RIGGING NC I,WITH TR,LOW,,"1,366",273,478,1,2,1,2,0,0,0,0
REGION_VII|CEBU|CONSTRUCTION|DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|TOWER CRANE OPERATOR|HEAVY EQUIPMENT OPERATION (TOWER CRANE) NC III|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,DIRECT WORKER EQUIPMENT OPERATORS AND MAINTENANCE VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,TOWER CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (TOWER CRANE) NC III,WITH TR,LOW,,"1,367",273,478,1,2,0,1,0,1,0,0
REGION_VII|CEBU|CONSTRUCTION|DIRECT WORKERS VERTICAL INDUSTRIAL HORIZONTAL|MASONRY (FINISHING)|MASONRY NC II|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,DIRECT WORKERS VERTICAL INDUSTRIAL HORIZONTAL,MASONRY (FINISHING),MASONRY NC II,WITH TR,LOW,,"5,428","2,577","1,403",20,7,5,3,7,2,0,0
REGION_VII|CEBU|CONSTRUCTION|DIRECT WORKERS VERTICAL INDUSTRIAL HORIZONTAL|MASONRY (ROUGH CONCRETE)|MASONRY NC I|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,DIRECT WORKERS VERTICAL INDUSTRIAL HORIZONTAL,MASONRY (ROUGH CONCRETE),MASONRY NC I,WITH TR,LOW,,"2,743","1,144",762,8,3,5,2,3,1,0,0
REGION_VII|CEBU|CONSTRUCTION|EQUIPMENT OPERATORS AND MAINTENANCE DIRECT WORKERS|CONCRETE PUMP OPERATOR|NO CORRESPONDING TVET PROGRAM|NEW AND EMERGING|LOW,REGION_VII,CEBU,CONSTRUCTION,EQUIPMENT OPERATORS AND MAINTENANCE DIRECT WORKERS,CONCRETE PUMP OPERATOR,NO CORRESPONDING TVET PROGRAM,NEW AND EMERGING,LOW,,"1,428",342,528,2,2,2,2,1,1,1,1
REGION_VII|CEBU|CONSTRUCTION|EQUIPMENT OPERATORS AND MAINTENANCE|HEO TOWER CRANE OPERATOR|HEAVY EQUIPMENT OPERATION (TOWER CRANE) NC III|WITH TR|LOW,REGION_VII,CEBU,CONSTRUCTION,EQUIPMENT OPERATORS AND MAINTENANCE,HEO TOWER CRANE OPERATOR,HEAVY EQUIPMENT OPERATION (TOWER CRANE) NC III,WITH TR,LOW,,"1,850",484,705,4,4,1,1,1,1,0,0
"REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION
DIRECT WORKERS|ROAD ROLLER OPERATOR|HEAVY EQUIPMENT OPERATION (ROAD ROLLER) NC II|WITH TR|LOW",REGION_VII,CEBU,CONSTRUCTION,"HORIZONTAL CONSTRUCTION
DIRECT WORKERS",ROAD ROLLER OPERATOR,HEAVY EQUIPMENT OPERATION (ROAD ROLLER) NC II,WITH TR,LOW,,"2,266",806,724,6,3,0,0,1,0,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|BIM MODELER|BASIC 3D BUILDING INFORMATION MODELLING LEVEL III|WITH CS|LOW,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,BIM MODELER,BASIC 3D BUILDING INFORMATION MODELLING LEVEL III,WITH CS,LOW,,967,193,338,1,2,1,2,0,0,0,0
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CARBON STEEL PLATE/ PIPE WELDER|MANUAL METAL ARC WELDING (MMAW) NC I|WITH TR|HIGH,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CARBON STEEL PLATE/ PIPE WELDER,MANUAL METAL ARC WELDING (MMAW) NC I,WITH TR,HIGH,,"7,002","3,342","1,851",17,9,4,2,13,7,1,1
REGION_VII|CEBU|CONSTRUCTION|HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION|CARBON STEEL PLATE/ PIPE WELDER|MANUAL METAL ARC WELDING (MMAW) NC III|WITH TR|MEDIUM,REGION_VII,CEBU,CONSTRUCTION,HORIZONTAL CONSTRUCTION VERTICAL CONSTRUCTION INDUSTRIAL CONSTRUCTION,CARBON STEEL PLATE/ PIPE WELDER,MANUAL METAL ARC WELDING (MMAW) NC III,WITH TR,MEDIUM,,"4,456","1,712","1,471",16,12,5,3,8,6,1,1
