"REGION_VII|BOHOL|AGRICULTURE FORESTRY AND FISHERY|RICE, VEGETABLE PRODUCTION|WELL DRILLING OPERATIONS AND MAINTENANCE|WATER WELL DRILLING LEVEL II|WITH TR|LOW",REGION_VII,BOHOL,AGRICULTURE FORESTRY AND FISHERY,"RICE, VEGETABLE PRODUCTION",WELL DRILLING OPERATIONS AND MAINTENANCE,WATER WELL DRILLING LEVEL II,WITH TR,LOW,507,,102,71,31,102,178,122,56,178
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|ACCOUNT SPECIALIST|MOTORCYCLE & SMALL ENGINE TECHNICIAN|BOOKKEEPING NC III|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,ACCOUNT SPECIALIST,MOTORCYCLE & SMALL ENGINE TECHNICIAN,BOOKKEEPING NC III,WITH TR,LOW,503,,116,89,27,116,184,138,46,184
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|ACCOUNTING|MOTORCYCLE & SMALL ENGINE TECHNICIAN|BOOKKEEPING NC III|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,ACCOUNTING,MOTORCYCLE & SMALL ENGINE TECHNICIAN,BOOKKEEPING NC III,WITH TR,LOW,434,,87,72,15,87,152,116,36,152
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|AFTERSALES & SERVICES|AUTOMOTIVE MECHANIC/VEHICLE TECHNICIAN|AUTOMOTIVE SERVICING NC I|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,AFTERSALES & SERVICES,AUTOMOTIVE MECHANIC/VEHICLE TECHNICIAN,AUTOMOTIVE SERVICING NC I,WITH TR,LOW,507,,102,71,31,102,178,122,56,178
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|CASHIER|MOTORCYCLE & SMALL ENGINE TECHNICIAN|BOOKKEEPING NC III|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,CASHIER,MOTORCYCLE & SMALL ENGINE TECHNICIAN,BOOKKEEPING NC III,WITH TR,LOW,434,,87,72,15,87,152,116,36,152
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|DRIVING (PASSENGER BUS) NC III|BUS & PUB DRIVERS|DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,DRIVING (PASSENGER BUS) NC III,BUS & PUB DRIVERS,DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III,WITH TR,LOW,507,,102,71,31,102,178,122,56,178
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|DRIVING (STRAIGHT TRUCK) NC III|TRUCK DRIVERS|DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III|WITH TR|HIGH,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,DRIVING (STRAIGHT TRUCK) NC III,TRUCK DRIVERS,DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,318,108,426
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|ELECTRICAL INSTALLATION|AUTO ELECTRICIAN|AUTOMOTIVE ELECTRICAL ASSEMBLY NC II|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,ELECTRICAL INSTALLATION,AUTO ELECTRICIAN,AUTOMOTIVE ELECTRICAL ASSEMBLY NC II,WITH TR,LOW,507,,102,71,31,102,178,122,56,178
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|MARKETING AND SALES|MOTORCYCLE & SMALL ENGINE TECHNICIAN|MOTORCYCLE/SMALL ENGINE SERVICING NC II|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,MARKETING AND SALES,MOTORCYCLE & SMALL ENGINE TECHNICIAN,MOTORCYCLE/SMALL ENGINE SERVICING NC II,WITH TR,LOW,490,,99,69,30,99,172,128,44,172
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|RECEPTIONIST|MOTORCYCLE & SMALL ENGINE TECHNICIAN|FRONT OFFICE SERVICES NC II|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,RECEPTIONIST,MOTORCYCLE & SMALL ENGINE TECHNICIAN,FRONT OFFICE SERVICES NC II,WITH TR,LOW,507,,102,71,31,102,178,122,56,178
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND INSTALLATION|WELDER|AUTOMOTIVE BODY REPAIRING NC II|WITH TR|HIGH,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,REPAIR AND INSTALLATION,WELDER,AUTOMOTIVE BODY REPAIRING NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,318,108,426
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND MAINTENANCE|AUTO AIRCON TECHNICIAN|AUTOMOTIVE SERVICING NC III|WITH TR|LOW,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,REPAIR AND MAINTENANCE,AUTO AIRCON TECHNICIAN,AUTOMOTIVE SERVICING NC III,WITH TR,LOW,507,,102,71,31,102,178,122,56,178
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|REPAIR AND MAINTENANCE|AUTO TECHNICIAN LABORER|AUTOMOTIVE SERVICING NC I|WITH TR|HIGH,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,REPAIR AND MAINTENANCE,AUTO TECHNICIAN LABORER,AUTOMOTIVE SERVICING NC I,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|AUTOMOTIVE AND LAND TRANSPORTATION|TRANPORTATION AND WAREHOUSING|DRIVING|DRIVING NC II|WITH TR|MEDIUM,REGION_VII,BOHOL,AUTOMOTIVE AND LAND TRANSPORTATION,TRANPORTATION AND WAREHOUSING,DRIVING,DRIVING NC II,WITH TR,MEDIUM,600,,180,127,53,180,240,180,60,240
REGION_VII|BOHOL|CONSTRUCTION|BUILDING WIRING|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,BUILDING WIRING,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,WITH TR,HIGH,"1,625",,813,608,205,813,407,304,103,407
REGION_VII|BOHOL|CONSTRUCTION|COMMUNITY AND ECOSYSTEM CONSIDERATION|COMMUNITY WORKERS/LIAISON OFFICER|COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV|WITH CS|HIGH,REGION_VII,BOHOL,CONSTRUCTION,COMMUNITY AND ECOSYSTEM CONSIDERATION,COMMUNITY WORKERS/LIAISON OFFICER,COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV,WITH CS,HIGH,"1,704",,853,631,222,853,426,318,108,426
REGION_VII|BOHOL|CONSTRUCTION|COMPLYING ENVIRONMENTAL LAWS AND STANDARDS|PROJECT DEVELOPMENT AND ENVIRONMENTAL SPECIALIST|COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV|WITH CS|HIGH,REGION_VII,BOHOL,CONSTRUCTION,COMPLYING ENVIRONMENTAL LAWS AND STANDARDS,PROJECT DEVELOPMENT AND ENVIRONMENTAL SPECIALIST,COMMUNITY PROGRAM DEVELOPMENT SERVICES LEVEL IV,WITH CS,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|CONSTRUCTION|DRIVING|DRIVERS|DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,DRIVING,DRIVERS,DRIVING (PASSENGER BUS/STRAIGHT TRUCK) NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,318,108,426
REGION_VII|BOHOL|CONSTRUCTION|ELECTRICAL INSTALLATION|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC III|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,ELECTRICAL INSTALLATION,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC III,WITH TR,HIGH,"1,699",,850,630,220,850,425,317,108,425
"REGION_VII|BOHOL|CONSTRUCTION|HELPER MASON, CONSTRUCTION HELPER|MASON|MASONRY NC I|WITH TR|HIGH",REGION_VII,BOHOL,CONSTRUCTION,"HELPER MASON, CONSTRUCTION HELPER",MASON,MASONRY NC I,WITH TR,HIGH,"1,651",,826,617,209,826,413,309,104,413
REGION_VII|BOHOL|CONSTRUCTION|HYDRAULIC EXCAVATOR OPERATOR|HYDRAULIC OPERATORS|HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,HYDRAULIC EXCAVATOR OPERATOR,HYDRAULIC OPERATORS,HEAVY EQUIPMENT OPERATION (HYDRAULIC EXCAVATOR) NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,318,108,426
REGION_VII|BOHOL|CONSTRUCTION|INDOOR ENVIRONMENT QUALITY|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,INDOOR ENVIRONMENT QUALITY,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC II,WITH TR,HIGH,"1,354",,677,508,169,677,339,254,85,339
REGION_VII|BOHOL|CONSTRUCTION|INDUSTRIAL PLUMBING|PLUMBERS|PLUMBING NC III|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,INDUSTRIAL PLUMBING,PLUMBERS,PLUMBING NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|CONSTRUCTION|MMAW|WELDER|MANUAL METAL ARC WELDING (MMAW) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,MMAW,WELDER,MANUAL METAL ARC WELDING (MMAW) NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|CONSTRUCTION|MOBILE CRANE OPERATOR|CRANE OPERATORS|HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,MOBILE CRANE OPERATOR,CRANE OPERATORS,HEAVY EQUIPMENT OPERATION (CRAWLER CRANE) NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,318,108,426
REGION_VII|BOHOL|CONSTRUCTION|OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR|DUMP TRUCK OPERATOR|HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,OFF-HIGHWAY DUMP TRUCK (RIGID) OPERATOR,DUMP TRUCK OPERATOR,HEAVY EQUIPMENT OPERATION (RIGID OFF-HIGHWAY DUMP TRUCK) NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,318,108,426
REGION_VII|BOHOL|CONSTRUCTION|PIPEFITTER|FITTERS|PIPEFITTING (METALLIC) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,PIPEFITTER,FITTERS,PIPEFITTING (METALLIC) NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,318,108,426
REGION_VII|BOHOL|CONSTRUCTION|PROGRAMABLE LOGIC CONTROLLER|ELECTRICIAN|ELECTRICAL INSTALLATION AND MAINTENANCE NC IV|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,PROGRAMABLE LOGIC CONTROLLER,ELECTRICIAN,ELECTRICAL INSTALLATION AND MAINTENANCE NC IV,WITH TR,HIGH,"1,413",,707,531,176,707,353,265,88,353
REGION_VII|BOHOL|CONSTRUCTION|RAC TECHNICIAN|RAC/HVAC TECHNICIAN/INSTALLER|RAC SERVICING (DOMRAC) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,RAC TECHNICIAN,RAC/HVAC TECHNICIAN/INSTALLER,RAC SERVICING (DOMRAC) NC II,WITH TR,HIGH,"1,699",,850,631,219,850,425,315,110,425
REGION_VII|BOHOL|CONSTRUCTION|ROUGH AND FINISHING CARPENTER|CARPENTERS|CARPENTRY NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,ROUGH AND FINISHING CARPENTER,CARPENTERS,CARPENTRY NC II,WITH TR,HIGH,"1,697",,849,628,221,849,425,318,107,425
REGION_VII|BOHOL|CONSTRUCTION|ROUGH MASON|MASON|MASONRY NC I|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,ROUGH MASON,MASON,MASONRY NC I,WITH TR,HIGH,"1,651",,826,617,209,826,413,309,104,413
REGION_VII|BOHOL|CONSTRUCTION|SOLAR PANEL INSTALLATION|SOLAR TECHNICIAN|PV SYSTEMS INSTALLATION NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,SOLAR PANEL INSTALLATION,SOLAR TECHNICIAN,PV SYSTEMS INSTALLATION NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|CONSTRUCTION|STRUCTURAL STEEL ERECTOR|STEEL MAN|REINFORCING STEEL WORKS NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,STRUCTURAL STEEL ERECTOR,STEEL MAN,REINFORCING STEEL WORKS NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|CONSTRUCTION|SYSTEM FORMWORKS INSTALLER|SYSTEM FORMWORK INSTALLER|SYSTEM FORMWORKS INSTALLATION NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,SYSTEM FORMWORKS INSTALLER,SYSTEM FORMWORK INSTALLER,SYSTEM FORMWORKS INSTALLATION NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|CONSTRUCTION|TILE SETTER|TILE SETTER|TILE SETTING NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,TILE SETTER,TILE SETTER,TILE SETTING NC II,WITH TR,HIGH,"1,702",,852,631,221,852,425,315,110,425
REGION_VII|BOHOL|CONSTRUCTION|TRANSIT MIXER OPERATOR|TRANSIT MIXER OPERATOR|HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II|WITH TR|HIGH,REGION_VII,BOHOL,CONSTRUCTION,TRANSIT MIXER OPERATOR,TRANSIT MIXER OPERATOR,HEAVY EQUIPMENT OPERATION (TRANSIT MIXER) NC II,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|GARMENTS|FASHION DESIGN|BEADS SEWER|FASHION DESIGN (APPAREL) NC III|WITH TR|HIGH,REGION_VII,BOHOL,GARMENTS,FASHION DESIGN,BEADS SEWER,FASHION DESIGN (APPAREL) NC III,WITH TR,HIGH,"1,413",,707,531,176,707,353,265,88,353
REGION_VII|BOHOL|GARMENTS|FASHION DESIGN|GOWN DESIGNERS|FASHION DESIGN (APPAREL) NC III|WITH TR|HIGH,REGION_VII,BOHOL,GARMENTS,FASHION DESIGN,GOWN DESIGNERS,FASHION DESIGN (APPAREL) NC III,WITH TR,HIGH,"1,704",,853,631,222,853,426,315,111,426
REGION_VII|BOHOL|GARMENTS|GARMENT PRODUCITON|PANTS SEWER|TAILORING NC II|WITH TR|HIGH,REGION_VII,BOHOL,GARMENTS,GARMENT PRODUCITON,PANTS SEWER,TAILORING NC II,WITH TR,HIGH,"1,702",,852,630,222,852,426,315,111,426
REGION_VII|BOHOL|GARMENTS|GARMENT PRODUCITON|POLO SEWER|DRESSMAKING NC II|WITH TR|HIGH,REGION_VII,BOHOL,GARMENTS,GARMENT PRODUCITON,POLO SEWER,DRESSMAKING NC II,WITH TR,HIGH,"1,699",,851,629,222,851,425,314,111,425
REGION_VII|BOHOL|GARMENTS|GARMENT PRODUCITON|T SHIRT SEWERS|DRESSMAKING NC II|WITH TR|HIGH,REGION_VII,BOHOL,GARMENTS,GARMENT PRODUCITON,T SHIRT SEWERS,DRESSMAKING NC II,WITH TR,HIGH,"1,699",,851,630,221,851,425,314,111,425
